buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
4008,RÉSERVOIR POINTE-CLAIRE,"17001 Boulevard  Brunswick (KRK) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Réservoir d'eau,POINTE-CLAIRE,,489.66,489.66,467.7,,,,,0.5,0.5,B:POINTE-CLAIRE|S:BOULEVARD  BRUNSWICK
4011,ÉCOLE DES BERGES-DE-LACHINE,"50 Avenue  34e (LCH) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Espace sports/loisirs,LACHINE,,1579.0,1579.0,1579.0,4.0,,,,0.5,0.5,B:LACHINE
4016,ENTREPÔT SEL/SABLE MONTRÉAL-NORD,"Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri à abrasif,MONTRÉAL-NORD,1990.0,806.0,806.0,769.0,1.0,0.0,0.0,,0.5,0.5,B:MONTRÉAL-NORD
4028,ÉCOLE TRÉS SAINT-SACREMENT,"704 Avenue  5e (LCH) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,,232.25,0.0,232.25,3.0,,,,0.5,0.5,B:LACHINE
4031,ÉCOLE CFP DALBÉ-VIAU DE LACHINE,"740 Rue  Esther-Blondin (LCH) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,,959.03,0.0,959.03,2.0,,,,0.5,0.5,B:LACHINE|S:RUE  ESTHER-BLONDIN 
4056,ÉCOLE GUY-DRUMOND,"1475 Avenue  Lajoie , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,OUTREMONT,,250.89,0.0,250.89,3.0,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  LAJOIE
4059,ÉCOLE PAUL-GÉRIN-LAJOIE,"475 Avenue  Bloomfield (OUT) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,OUTREMONT,,618.86,0.0,618.86,3.0,1.0,,,0.5,0.5,B:OUTREMONT|S:AVENUE  BLOOMFIELD (
4060,ÉCOLE COLLÈGE STANILAS,"780 Boulevard  Dollard (OUT) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,OUTREMONT,,1681.09,0.0,1681.09,3.0,1.0,,,0.5,0.5,B:OUTREMONT|S:BOULEVARD  DOLLARD (
4072,ÉCOLE LÉVIS-SAUVÉ,"655 Rue  Willibrord (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,3229.0,3229.0,3229.0,2.0,,,,0.5,0.5,B:VERDUN|S:RUE  WILLIBRORD (VRD
4073,ÉCOLE NOTRE-DAME-DE-LA-GARDE,"755 Rue  Brault (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,1527.0,1527.0,1527.0,2.0,,,,0.5,0.5,B:VERDUN|S:RUE  BRAULT (VRD)
4074,ÉCOLE NOTRE-DAME-DE-LA-PAIX,"454 Rue  Caisse (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,1369.0,1369.0,1369.0,4.0,,,,0.5,0.5,B:VERDUN|S:RUE  CAISSE (VRD)
4075,ÉCOLE MGR RICHARD,"3000 Boulevard  Gaétan-Laberge (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,2863.0,2863.0,2863.0,3.0,,,,0.5,0.5,B:VERDUN
4076,ÉCOLE CHANOINE JOSEPH-THÉORET,"990 Avenue  5e (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,1974.0,1974.0,1974.0,,,,,0.5,0.5,B:VERDUN
4084,ÉCOLE BEECHWOOD,"13155 Rue  Shelborne (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,2697.0,2697.0,2697.0,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  SHELBORNE (PFD)
4085,ÉCOLE KINGSDALE,"4381 Rue  King (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,2082.0,2082.0,2082.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  KING (PFD)
4086,ÉCOLE TERRY FOX,"13350 Rue  Purcell (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,2634.0,2634.0,2634.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  PURCELL (PFD)
4087,ÉCOLE ST-CHARLES - PLUVIOMÈTRE,"4331 Rue  Sainte-Anne , Montréal",LOCATAIRE,Installation externe,Loisir communautaire,Station de nivométrie,PIERREFONDS/ROXBORO,,1.0,0.0,1.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  SAINTE-ANNE
4088,ÉCOLE ST-ANTHONY,"17750 Rue  Meloche (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,3277.0,3277.0,3277.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  MELOCHE (PFD)
4090,ÉCOLE SECONDAIRE PIERREFONDS COMPRÉHENSI,"13800 Boulevard de Pierrefonds (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,20908.0,20908.0,20908.0,3.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DE PIERREF
4091,ÉCOLE SECONDAIRE DES SOURCES-RIVERDALE,"5060 Boulevard des Sources , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,16287.0,16287.0,16287.0,3.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DES SOURCE
4094,ÉCOLE HARFANG-DES-NEIGES (PAV. LAUZON),"4770 Rue  Pierre-Lauzon (PFD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,396.0,396.0,396.0,2.0,1.0,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  PIERRE-LAUZON (
4095,ÉCOLE PERCE-NEIGE (PFD),"4770 Boulevard  Lalande , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,,468.0,468.0,468.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  LALANDE
4097,POLICE-ANTENNE TÉLÉCOM. 4840 CÔTE ST-LUC,"4840 Chemin de la Côte-Saint-Luc , Montréal",LOCATAIRE,Installation externe,Protection et sécurité,Station télécom,COTE-DES-NEIGES / N-D-DE-GRACE,1996.0,9.99,0.0,9.99,0.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
4102,CHALET DU PARC BEAUBIEN (OUTREMONT),"461 Chemin de la Côte-Sainte-Catherine , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,OUTREMONT,1978.0,139.39,1.0,127.3,1.0,0.0,0.0,,0.5,0.5,B:OUTREMONT
4105,POLICE-ANTENNE TÉLÉCOM. STE-ANNE-BELLE.,"305 Boulevard des Anciens-Combattants (SAB) , Montréal",LOCATAIRE,Installation externe,Protection et sécurité,Station télécom,SAINTE-ANNE-DE-BELLEVUE,,2.0,2.0,2.0,0.0,0.0,0.0,,0.5,0.5,B:SAINTE-ANNE-DE-BELLEVUE|S:BOULEVARD DES ANCIEN
4109,POLICE-ANTENNE TÉLÉCOM. MONTRÉAL-NORD,"4242 Place de l' Hôtel-de-Ville (MTN) , Montréal",LOCATAIRE,Installation externe,Protection et sécurité,Station télécom,MONTRÉAL-NORD,,9.75,0.0,9.75,0.0,0.0,0.0,,0.5,0.5,B:MONTRÉAL-NORD
4111,REMISE DU PARC SAUVÉ,"Avenue  Éthier (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,MONTRÉAL-NORD,1975.0,12.9,0.0,12.9,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4113,CHALET DU PARC DAN HANGANU (TENNIS),"Rue  Elgar (VRD) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VERDUN,2002.0,100.6,60.4,83.1,1.0,1.0,0.0,,0.5,0.5,B:VERDUN
4114,ENTREPÔT NON-CHAUFFÉ ARR. SERRES,"7000 Boulevard  LaSalle , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,VERDUN,,292.2,248.88,292.2,1.0,0.0,0.0,,0.5,0.5,B:VERDUN|S:BOULEVARD  LASALLE
4115,PAV. BAIGN. DU PARC BOURBONNIÈRE(PATAUG),"2820 Rue  Cazeneuve (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SAINT-LAURENT,1990.0,39.81,39.81,32.31,1.0,0.0,0.0,,0.5,0.5,B:SAINT-LAURENT|S:RUE  CAZENEUVE (SLR)
4117,SPORTPLEXE 4 GLACES PIERREFONDS,"14700 Boulevard de Pierrefonds (PFD) , Montréal",LOCATAIRE,Bâtiment,Sportif,Aréna,PIERREFONDS/ROXBORO,,12644.0,12644.0,12644.0,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DE PIERREF
4123,CENT.ÉDUCATION AUX ADULTES D'OUTREMONT,"500 Boulevard  Dollard (OUT) , Montréal",LOCATAIRE,Bâtiment,Culturel,Centre culturel,OUTREMONT,,767.58,0.0,767.58,4.0,,,,0.5,0.5,B:OUTREMONT|S:BOULEVARD  DOLLARD (
4128,MAISON LEBER LEMOYNE (MUSÉE) (LCH),"1 Chemin du Musée (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Musée,LACHINE,1669.0,135.42,0.0,108.1,1.0,,,,0.5,0.5,B:LACHINE
4129,MAISON LA DÉPENDANCE (MUSÉE) (LCH),"1 Chemin du Musée (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Musée,LACHINE,1669.0,64.36,0.0,45.6,1.0,,,,0.5,0.5,B:LACHINE
4130,PORT DE PLAISANCE (L'AMIRAUTÉ POSTE 3),"Chemin des Iroquois (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Sportif,Marina,LACHINE,,85.4,0.0,85.4,1.0,,,,0.5,0.5,B:LACHINE
4131,PORT DE PLAISANCE (PISC.EXT.+PATAUG.),"1800 Chemin des Iroquois (LCH) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,LACHINE,2000.0,74.33,74.33,74.33,,,,,0.5,0.5,B:LACHINE|S:CHEMIN DES IROQUOIS 
4132,PATAUGEOIRE DU PARC ALEXIS-NIHON,"Rue  Badeaux (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LAURENT,,115.0,0.0,115.0,,,,,0.5,0.5,B:SAINT-LAURENT
4134,CHALET MULTIFONCTIONNEL DU PARC HAYWARD,"170 Avenue  Orchard (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,LASALLE,1959.0,606.3,0.0,606.3,1.0,1.0,,,0.5,0.5,B:LASALLE|S:AVENUE  ORCHARD (LSL
4136,PISCINE EXT. DU PARC CHAMBERLAND,"Rue  Dorais (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,SAINT-LAURENT,,326.0,0.0,326.0,,,,,0.5,0.5,B:SAINT-LAURENT
4137,PATAUG./ JEU D'EAU DU PARC CHAMBERLAND,"Rue  Dorais (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LAURENT,,108.0,0.0,108.0,,,,,0.5,0.5,B:SAINT-LAURENT
4138,CHALET PISTE ET PELOUSE PARC RIVERSIDE,"8299 Rue  Centrale (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,LASALLE,1976.0,586.1,0.0,586.1,1.0,,,,0.5,0.5,B:LASALLE|S:RUE  CENTRALE (LSL)
4139,PAVILLON DES BAIGNEURS DU PARC RIVERSIDE,"625 Avenue  35e (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,LASALLE,2017.0,196.0,0.0,196.0,1.0,,,,0.5,0.5,B:LASALLE
4140,PISCINE EXT. DU PARC RIVERSIDE,"Avenue  35e (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,LASALLE,1960.0,416.0,0.0,416.0,,,,,0.5,0.5,B:LASALLE
4142,JEU D'EAU DU PARC MARCELIN WILSON,"Rue  Dudemaine , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,AHUNTSIC / CARTIERVILLE,,180.0,0.0,180.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
4143,PISCINE EXT. DU PARC OUELLETTE,"Rue  Serre (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,LASALLE,2011.0,650.0,0.0,650.0,,,,,0.5,0.5,B:LASALLE
4144,PISCINE EXT. DU PARC MÉNARD (LSL),"Rue  Clément (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,LASALLE,1975.0,362.0,0.0,362.0,,,,,0.5,0.5,B:LASALLE
4145,PAVILLON DES BAIGNEURS DU PARC LACHARITÉ,"55 Avenue  Latour (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,LASALLE,2019.0,210.48,0.0,210.48,1.0,1.0,,,0.5,0.5,B:LASALLE|S:AVENUE  LATOUR (LSL)
4146,PISCINE EXT. DU PARC LACHARITÉ,"Avenue  Latour (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,LASALLE,1961.0,413.0,0.0,413.0,,,,,0.5,0.5,B:LASALLE
4153,COUVENT DU BON PASTEUR,"52 Rue  Sherbrooke E, Montréal",LOCATAIRE,Bâtiment,Culturel,Centre culturel,VILLE-MARIE,,1543.8,,839.16,3.0,,0.0,,0.5,0.5,B:VILLE-MARIE|S:RUE  SHERBROOKE E
4156,PATAUGEOIRE DU PARC DE LA FONTAINE,"Place de la Fontaine (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,VERDUN,1972.0,50.0,0.0,50.0,,,,,0.5,0.5,B:VERDUN
4157,PISCINES EXT. DU NATATORIUM-GRAND-BASSIN,"6500 Boulevard  LaSalle , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,VERDUN,1970.0,1748.0,0.0,1748.0,,,,,0.5,0.5,B:VERDUN|S:BOULEVARD  LASALLE
4158,ÉCOLE BEURLING ACADEMY,"6100 Boulevard  Champlain , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,7127.0,7127.0,7127.0,4.0,,,,0.5,0.5,B:VERDUN|S:BOULEVARD  CHAMPLAIN
4159,ÉCOLE ÉLÉMENTAIRE RIVERVIEW,"971 Rue  Riverview (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,0.0,0.0,0.0,3.0,,,,0.5,0.5,B:VERDUN|S:RUE  RIVERVIEW (VRD)
4160,ÉCOLE PRIMAIRE ILE-DES-SOEURS,"530 Rue  De Gaspé (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,6292.0,6292.0,6292.0,2.0,,,,0.5,0.5,B:VERDUN
4162,ÉCOLE PRIMAIRE NOTRE-DAME-DE-LOURDES,"504 Avenue  5e (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,1899.0,1899.0,1899.0,4.0,,,,0.5,0.5,B:VERDUN
4163,ÉCOLE PRIM.NOTRE-DAME-DES-SEPT-DOULEURS,"320 Rue de l' Église (VRD) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VERDUN,,1620.0,1620.0,1620.0,4.0,,,,0.5,0.5,B:VERDUN
4164,PATAUGEOIRE DU PARC PILON,"Avenue des Récollets (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,1970.0,58.0,0.0,58.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4165,JEU D'EAU DU PARC DE LA REINE-ÉLIZABETH,"1650 Rue  Crawford (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2004.0,163.0,0.0,163.0,,,,,0.5,0.5,B:VERDUN|S:RUE  CRAWFORD (VRD)
4166,PISCINE EXT. DU PARC JOHN-F. KENNEDY,"860 Avenue  Outremont (OUT) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,OUTREMONT,1970.0,679.0,0.0,679.0,,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  OUTREMONT (O
4167,PATAUGEOIRE DU PARC JOHN-F. KENNEDY,"860 Avenue  Outremont (OUT) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,OUTREMONT,1970.0,70.0,0.0,70.0,,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  OUTREMONT (O
4169,PATAUGEOIRE DU PARC PRIMEAU,"Rue de Castille (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,1963.0,58.0,0.0,58.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4170,PISCINE EXT. DU PARC PRIMEAU,"Rue de Castille (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,MONTRÉAL-NORD,1963.0,470.0,0.0,470.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4171,PATAUGEOIRE DU PARC SABREVOIS,"Avenue des Récollets (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,,42.0,0.0,42.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4172,PATAUGEOIRE DU PARC SAUVÉ,"Avenue  Éthier (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,,54.0,0.0,54.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4173,PATAUGEOIRE DU PARC ST-LAURENT (MTN),"Avenue  Salk (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,1963.0,54.0,0.0,54.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4174,PATAUGEOIRE DU PARC TARDIF,"Rue  Tardif (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,1970.0,75.0,0.0,75.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4177,CHALET DU PARC DALBÉ-VIAU,"Rue  Esther-Blondin (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LACHINE,1669.0,207.1,0.0,207.1,1.0,,,,0.5,0.5,B:LACHINE
4186,JEU D'EAU DU PARC COUBERTIN,"Rue  Valéry (SLN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LÉONARD,,110.0,0.0,110.0,,,,,0.5,0.5,B:SAINT-LÉONARD
4194,PISCINE EXT. DU PARC PAINTER,"Rue  Marcotte (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,SAINT-LAURENT,,370.0,0.0,370.0,,,,,0.5,0.5,B:SAINT-LAURENT
4197,JEU D'EAU DU PARC LUIGI PIRANDELLO,"Rue de Compiègne (SLN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LÉONARD,,130.0,0.0,130.0,,,,,0.5,0.5,B:SAINT-LÉONARD
4198,JEU D'EAU DU PARC MÉNARD (LSL),"Rue  Bergevin (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,1980.0,361.0,0.0,361.0,,,,,0.5,0.5,B:LASALLE
4201,CENTRE SAINT-EUSÈBE,"2349 Rue de Rouen , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VILLE-MARIE,1906.0,3025.02,791.07,2627.24,3.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:RUE DE ROUEN
4204,JEU D'EAU DU PARC DALMANY,"Rue  Dalmany (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,,168.0,0.0,168.0,,,,,0.5,0.5,B:LASALLE
4206,PISCINE DU PARC HÉBERT (SLN),"7555 Boulevard  Provencher , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LÉONARD,1995.0,435.0,0.0,435.0,,,,,0.5,0.5,B:SAINT-LÉONARD|S:BOULEVARD  PROVENCHE
4208,PISCINE EXT. DU PARC ST-LAURENT (SLR),"Rue  Poirier (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,SAINT-LAURENT,,435.0,0.0,435.0,,,,,0.5,0.5,B:SAINT-LAURENT
4215,JEU D'EAU DU PARC HAYWARD,"Avenue  Orchard (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,1990.0,342.0,0.0,342.0,,,,,0.5,0.5,B:LASALLE
4216,PATAUGEOIRE DU PARC DECELLES,"Rue  Roy (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LAURENT,,89.38,0.0,89.38,,,,,0.5,0.5,B:SAINT-LAURENT
4217,PISCINE EXT. DU PARC DECELLES,"Rue  Roy (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,SAINT-LAURENT,,445.0,0.0,445.0,,,,,0.5,0.5,B:SAINT-LAURENT
4221,JEU D'EAU DU PARC HOUDE,"Place  Saint-Louis (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LAURENT,,192.3,0.0,192.3,,,,,0.5,0.5,B:SAINT-LAURENT
4222,CENTRE COMMUNAUTAIRE PARC LE CARIGNAN,"11479 Avenue  P.-M.-Favier (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MONTRÉAL-NORD,,291.7,0.0,291.7,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD|S:AVENUE  P.-M.-FAVIER
4224,CHALET DU PARC JEANNOTTE,"500 Rue  Laplante (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,,81.0,0.0,68.0,1.0,,,,0.5,0.5,B:LASALLE|S:RUE  LAPLANTE (LSL)
4226,JEU D'EAU DU PARC NORMAND-DAWE,"1060 Rue  Woodland (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2004.0,12.32,12.32,12.32,,,,,0.5,0.5,B:VERDUN|S:RUE  WOODLAND (VRD)
4229,JEU D'EAU DU PARC LEFEBVRE,"8600 Rue  Hardy (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,,125.0,0.0,125.0,,,,,0.5,0.5,B:LASALLE|S:RUE  HARDY (LSL)
4230,JEU D'EAU DU PARC RIVERSIDE,"Avenue  35e (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,1975.0,135.26,135.26,135.26,,,,,0.5,0.5,B:LASALLE
4232,JEU D'EAU DU PARC LEROUX,"7540 Rue  Centrale (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,,339.0,0.0,339.0,,,,,0.5,0.5,B:LASALLE|S:RUE  CENTRALE (LSL)
4233,PATAUG./ JEU D'EAU DU PARC BOURBONNIÈRE,"Rue  Cazeneuve (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LAURENT,,247.44,0.0,247.44,,,,,0.5,0.5,B:SAINT-LAURENT
4234,PISCINE EXT. DU PARC BOURBONNIÈRE,"Rue  Cazeneuve (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,SAINT-LAURENT,,400.0,0.0,400.0,,,,,0.5,0.5,B:SAINT-LAURENT
4235,PATAUGEOIRE DU PARC PAINTER,"Rue  Marcotte (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LAURENT,,220.0,0.0,220.0,,,,,0.5,0.5,B:SAINT-LAURENT
4244,REMISE DE LA PLAGE PUBLIQUE,"205 Chemin du Cap-Saint-Jacques (PFD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri fermé,PIERREFONDS/ROXBORO,,4.9,0.0,4.9,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:CHEMIN DU CAP-SAINT-
4259,JEU D'EAU DU PARC LAWRENCE,"Rue  Beyries (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,,339.0,0.0,339.0,,,,,0.5,0.5,B:LASALLE
4277,PATAUGEOIRE DU PARC MONTY,"Avenue  Monty (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MONTRÉAL-NORD,,75.0,0.0,75.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4281,CENTRE LORNE,"2390 Rue  Ryde , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,SUD-OUEST,1923.0,1624.23,,1470.0,2.0,0.0,0.0,,0.5,0.5,B:SUD-OUEST|S:RUE  RYDE
4286,REMISE JARDIN DU PARC BEAUBIEN (OUT),"461 Chemin de la Côte-Sainte-Catherine , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,OUTREMONT,,7.25,7.25,7.25,1.0,,,,0.5,0.5,B:OUTREMONT
4288,REMISE À PATAUGEOIRE DU PARC PILON,"Avenue des Récollets (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Abri fermé,MONTRÉAL-NORD,1970.0,7.3,0.0,7.3,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4297,ABRI PISCINE EXT. DU PARC MARLBOROUGH,"Rue  Beauzèle (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri fermé,SAINT-LAURENT,,13.0,0.0,8.4,1.0,,,,0.5,0.5,B:SAINT-LAURENT
4301,TOUR D'EAU CHÂTEAU D'EAU DUKE OF KENT,"180 Avenue  Duke-of-Kent (PCL) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Réservoir d'eau,POINTE-CLAIRE,,228.0,228.0,228.0,,,,,0.5,0.5,B:POINTE-CLAIRE|S:AVENUE  DUKE-OF-KENT
